iter	Logloss
264	0.4170145634
265	0.4168974383
266	0.4167653083
267	0.4166726881
268	0.4164822626
269	0.4163984808
270	0.4162700585
271	0.4161929893
272	0.4160850555
273	0.4159839144
274	0.4158850552
275	0.4157846817
276	0.4156859919
277	0.4155782025
278	0.4154829265
279	0.4153964685
280	0.415308622
281	0.4152104094
282	0.4151122957
283	0.4150155354
284	0.4148657907
285	0.4147912864
286	0.414650052
287	0.4145034348
288	0.4142860963
289	0.4141688776
290	0.4140766166
291	0.4139274089
292	0.4138380487
293	0.4137350522
294	0.4136600136
295	0.413582204
296	0.4134434246
297	0.4133274232
298	0.4132035919
299	0.413097683
300	0.4129027205
301	0.4127944445
302	0.4126615791
303	0.4125868758
304	0.4124597567
305	0.4123909308
306	0.4122838619
307	0.4120229437
308	0.4119482909
309	0.4118520503
310	0.4117761636
311	0.411678588
312	0.4115648444
313	0.4114531911
314	0.4113493521
315	0.4112045412
316	0.4111008094
317	0.4109648127
318	0.4108680476
319	0.4107852063
320	0.4107181665
321	0.4106474088
322	0.4105364589
323	0.4104415167
324	0.4103555962
325	0.410177617
326	0.41006295
327	0.4098078842
328	0.4097604451
329	0.4096728628
330	0.4095939615
331	0.409493824
332	0.4093718545
333	0.4092821184
334	0.4091050354
335	0.4090202342
336	0.4089196498
337	0.4088092595
338	0.4086856582
339	0.4085868259
340	0.4085130275
341	0.408399098
342	0.4083178965
343	0.4082398871
344	0.4081413026
345	0.4080745469
346	0.4079441137
347	0.4078922095
348	0.4078048762
349	0.4077096048
350	0.4076298548
351	0.4075417046
352	0.4074428211
353	0.4073463991
354	0.4072860946
355	0.4072269718
356	0.4071260552
357	0.407018382
358	0.406917834
359	0.4067236187
360	0.4066556272
361	0.4065905344
362	0.4064877804
363	0.4063852237
364	0.4062826855
365	0.4061838755
366	0.4060809892
367	0.4060196412
368	0.4059235469
369	0.4056789973
370	0.4055484475
371	0.4054596543
372	0.4053667243
373	0.4052696901
374	0.4051936445
375	0.4051080386
376	0.4049904608
377	0.4048806255
378	0.4047729762
379	0.4046929744
380	0.4045984664
381	0.4043987876
382	0.4042818515
383	0.4041900395
384	0.4040910599
385	0.4040232923
386	0.4039140392
387	0.4038282646
388	0.4036605211
389	0.4035877881
390	0.4034991793
391	0.4033108533
392	0.4032463454
393	0.4031886914
394	0.4031301318
395	0.4030576893
396	0.4029953046
397	0.4029309174
398	0.402859646
399	0.4027921702
400	0.4026814235
401	0.4025935635
402	0.4025066754
403	0.4024548981
404	0.4023530082
405	0.4022526175
406	0.4021878409
407	0.402003586
408	0.4018726591
409	0.4017801028
410	0.4016706317
411	0.401592373
412	0.4014997466
413	0.401351217
414	0.401267706
415	0.4012122675
416	0.4011258496
417	0.4010730835
418	0.4010103174
419	0.4009125428
420	0.4008368137
421	0.4007352818
422	0.4006265904
423	0.4005509438
424	0.4004808614
425	0.4004146428
426	0.40033077
427	0.4002572008
428	0.4001744986
429	0.4000928456
430	0.4000055426
431	0.3999535988
432	0.3998656643
433	0.3997821651
434	0.3996170779
435	0.3995287708
436	0.3994558488
437	0.399362667
438	0.3992759739
439	0.3991878812
440	0.3990892026
441	0.3990204429
442	0.3989477886
443	0.398889151
444	0.3988239644
445	0.3987213801
446	0.398648768
447	0.3985907763
448	0.39852802
449	0.3984645484
450	0.3983804818
451	0.3982363137
452	0.3981340195
453	0.3980750723
454	0.3979703007
455	0.3978942434
456	0.3978370108
457	0.3977764062
458	0.3976902113
459	0.3976043473
460	0.3975539101
461	0.3974703366
462	0.397414608
463	0.3972827929
464	0.3972240858
465	0.3971506363
466	0.3970841641
467	0.3970192406
468	0.3969403397
469	0.396844851
470	0.3967733573
471	0.3966492591
472	0.3966053574
473	0.396520746
474	0.3964443025
475	0.3963441473
476	0.3962986855
477	0.3962484476
478	0.39619402
479	0.396081374
480	0.3960046938
481	0.3959323359
482	0.395841614
483	0.3957666464
484	0.3957041391
485	0.3956397306
486	0.3955852203
487	0.3955066328
488	0.3953972866
489	0.3953561704
490	0.3952762026
491	0.3952047377
492	0.3951598875
493	0.3950753394
494	0.3949864191
495	0.3948896157
496	0.39480782
497	0.3947261302
498	0.3946797316
499	0.394534879
500	0.394480012
501	0.3944122703
502	0.3943415672
503	0.3942333187
504	0.3941727237
505	0.3941002225
506	0.3940060737
507	0.3939368203
508	0.3938354666
509	0.3937811318
510	0.3937110182
511	0.3936508396
512	0.3935517144
513	0.393481086
514	0.3934363599
515	0.393353355
516	0.3932698035
517	0.3931992772
518	0.3931610722
519	0.3930749071
520	0.3930020841
521	0.3929474526
522	0.3928816444
523	0.3928002317
524	0.3926675935
525	0.3925971294
526	0.3925406593
527	0.3924710604
528	0.3924019416
529	0.3923356577
530	0.3922573556
531	0.3921893587
532	0.3921200701
533	0.3920244763
534	0.3919232131
535	0.3918416865
536	0.3917277563
537	0.3916660643
538	0.3915922824
539	0.3915302251
540	0.3914713795
541	0.3914291199
542	0.3913481239
543	0.3913047196
544	0.3912148002
545	0.391103692
546	0.3910179747
547	0.390918443
548	0.3908488117
549	0.3907871294
550	0.3907102004
551	0.3906466094
552	0.3905572335
553	0.3904888435
554	0.3904300481
555	0.390393399
556	0.3903477054
557	0.3902650066
558	0.3901403047
559	0.3900656347
560	0.3899947957
561	0.3899504712
562	0.3898746398
563	0.3897926719
564	0.3897314483
565	0.3896679926
566	0.3895809008
567	0.3895145388
568	0.3894145708
569	0.3893617747
570	0.3893100811
571	0.3892158071
572	0.3891611294
573	0.3890903644
574	0.3890009329
575	0.3889314615
576	0.3888721579
577	0.3888102863
578	0.388723382
579	0.388683957
580	0.3886151024
581	0.3885344268
582	0.3884859771
583	0.3884194893
584	0.3883539769
585	0.3883045896
586	0.3882353708
587	0.3881747528
588	0.3881093834
589	0.3880526258
590	0.3880051944
591	0.3879591754
592	0.3879012288
593	0.3878212057
594	0.3877507155
595	0.3876737943
596	0.3876181272
597	0.387578172
598	0.3875030938
599	0.3874549872
600	0.387398859
601	0.3873251298
602	0.3872453162
603	0.3871902968
604	0.3871270927
605	0.3870680981
606	0.386987172
607	0.3869259549
608	0.3868476705
609	0.3867787254
610	0.3867308933
611	0.386652474
612	0.3865657485
613	0.3865006435
614	0.3864645003
615	0.3864247745
616	0.3863481996
617	0.3862628805
618	0.3861720501
619	0.3860944708
620	0.3860557851
621	0.3859848063
622	0.3859274947
623	0.3858443043
624	0.3857714138
625	0.3857289715
626	0.3856643498
627	0.3856137812
628	0.3855685715
629	0.3855166247
630	0.3854404209
631	0.38537241
632	0.385259626
633	0.3851812964
634	0.3851051824
635	0.3850336755
636	0.3849751916
637	0.3848972945
638	0.3848183077
639	0.3847365379
640	0.3846863442
641	0.3846076515
642	0.3845639472
643	0.3845133259
644	0.3844624939
645	0.3843863562
646	0.3843270354
647	0.3842582455
648	0.3841647298
649	0.3841106937
650	0.3840174217
651	0.3839470293
652	0.3838556404
653	0.3838167384
654	0.3837575257
655	0.3836863916
656	0.383644451
657	0.3835830443
658	0.3835237119
659	0.3834666382
660	0.383424682
661	0.3833530472
662	0.3832957256
663	0.3832454094
664	0.3831879216
665	0.3831278711
666	0.3830672472
667	0.3830010927
668	0.3829275964
669	0.3828334972
670	0.3827733883
671	0.3827184318
672	0.3826503886
673	0.3825803371
674	0.3825225827
675	0.3824577772
676	0.3823989272
677	0.3823312834
678	0.3822687762
679	0.3822077
680	0.3821319779
681	0.3820765448
682	0.3820240044
683	0.3819450846
684	0.381873535
685	0.3818351522
686	0.3817462396
687	0.3817040239
688	0.3816478417
689	0.3815999657
690	0.3815387032
691	0.3814914576
692	0.3814299382
693	0.3813759268
694	0.3813235479
695	0.3812870606
696	0.3812212733
697	0.3811450588
698	0.3810859427
699	0.3810270984
700	0.3809837501
701	0.3809223175
702	0.3808663591
703	0.3808034425
704	0.3807380567
705	0.3806699092
706	0.3806117744
707	0.380555192
708	0.3805033434
709	0.3804638739
710	0.3803879129
711	0.3803350933
712	0.3802614846
713	0.3801817562
714	0.380116905
715	0.3800594894
716	0.3800118209
717	0.3799692335
718	0.3799042865
719	0.3798751721
720	0.3798083228
721	0.3797382376
722	0.3797053519
723	0.3796428798
724	0.3795669226
725	0.3795098164
726	0.3794660548
727	0.3793980236
728	0.3793416908
729	0.37926351
730	0.3791843366
731	0.3791163718
732	0.3790525126
733	0.3789498401
734	0.3788946238
735	0.3788428978
736	0.3787851339
737	0.3787236164
738	0.3786631056
739	0.3786192147
740	0.3785767079
741	0.3785315778
742	0.3784665928
743	0.3784073496
744	0.3783656005
745	0.3783215095
746	0.3782400927
747	0.3781876413
748	0.3781281263
749	0.3780769629
750	0.3780316284
751	0.3779794331
752	0.377919231
753	0.3778645763
754	0.3778235207
755	0.3777569752
756	0.377699751
757	0.377674692
758	0.3776044869
759	0.3775109484
760	0.377444252
761	0.3773933822
762	0.3773407638
763	0.3773013263
764	0.3772588469
765	0.3772009105
766	0.3771477994
767	0.3771026909
768	0.3770469517
769	0.3769620033
770	0.3769066135
771	0.3768595511
772	0.3768097292
773	0.3767740491
774	0.3767345021
775	0.3766850868
776	0.3766255224
777	0.3765638831
778	0.3764951582
779	0.376434409
780	0.3763705737
781	0.3763159209
782	0.3762664182
783	0.3762035864
784	0.376128593
785	0.3760390726
786	0.3759618323
787	0.3759080293
788	0.375834285
789	0.3757842656
790	0.3757283957
791	0.3756676611
792	0.3756174754
793	0.3755733285
794	0.3754989197
795	0.3754268851
796	0.3753846111
797	0.3753390378
798	0.3752747278
799	0.3752262481
800	0.3751884199
801	0.375121894
802	0.3750459921
803	0.374969958
804	0.3749223225
805	0.3748573941
806	0.3747947686
807	0.3747499393
808	0.3746854967
809	0.374634499
810	0.3745842126
811	0.3745488194
812	0.374477694
813	0.3744351473
814	0.3743895173
815	0.3743298415
816	0.3742725387
817	0.3742077484
818	0.3741546671
819	0.3741124062
820	0.3740495606
821	0.3739941168
822	0.3739326337
823	0.3738926225
824	0.3738498386
825	0.3737715292
826	0.3737188506
827	0.3736616883
828	0.3735881543
829	0.3735450488
830	0.3734733558
831	0.3734172912
832	0.373380096
833	0.3733289838
834	0.3732530308
835	0.3732003042
836	0.3731451705
837	0.3730893044
838	0.3730445767
839	0.3729788326
840	0.3729065676
841	0.3728545463
842	0.3728096711
843	0.3727510497
844	0.3726827765
845	0.3726379527
846	0.372570624
847	0.3725142439
848	0.3724691622
849	0.3724161361
850	0.372382164
851	0.3723203851
852	0.3722544555
853	0.3721943555
854	0.3721498321
855	0.3720973084
856	0.3720407832
857	0.3719750554
858	0.3719280571
859	0.3718446101
860	0.3717906868
861	0.3717308205
862	0.3716665429
863	0.3716240737
864	0.3715574299
865	0.3714835653
866	0.37143071
867	0.3713556578
868	0.3713078336
869	0.3712520514
870	0.3711940137
871	0.371142203
872	0.3711076151
873	0.3710593264
874	0.3710001876
875	0.370936343
876	0.370870446
877	0.3708304239
878	0.3707506091
879	0.3706840768
880	0.3706206784
881	0.3705633876
882	0.3705376486
883	0.3704751091
884	0.3703917876
885	0.3703523338
886	0.370294845
887	0.3702370154
888	0.37020175
889	0.3701472587
890	0.3700772287
891	0.3700232874
892	0.3699692114
893	0.3699340494
894	0.3698824198
895	0.36981218
896	0.3697556675
897	0.3697058846
898	0.3696581262
899	0.3696081226
900	0.3695469964
901	0.3695115574
902	0.3694603874
903	0.3694069138
904	0.3693460319
905	0.3692930055
906	0.3692673595
907	0.3692009076
908	0.3691358
909	0.3690667217
910	0.3690068267
911	0.3689614934
912	0.3689065262
913	0.3688665847
914	0.3688073673
915	0.3687571666
916	0.3687251513
917	0.3686787893
918	0.3686437522
919	0.3685812462
920	0.3685207
921	0.3684667454
922	0.3684097284
923	0.3683586414
924	0.368322751
925	0.3682617129
926	0.3681988454
927	0.3681660383
928	0.3681123942
929	0.368077972
930	0.3680362577
931	0.368011026
932	0.3679641035
933	0.3679092666
934	0.3678664142
935	0.3678138311
936	0.3677625111
937	0.3677194431
938	0.3676634301
939	0.367606762
940	0.36757177
941	0.3675396417
942	0.3674876435
943	0.3674188917
944	0.3673778001
945	0.3673230219
946	0.3672674547
947	0.3672037066
948	0.3671648888
949	0.3671071709
950	0.3670620563
951	0.3670145107
952	0.3669740559
953	0.3669166412
954	0.3668733261
955	0.366832634
956	0.3667919266
957	0.3667336846
958	0.3666882843
959	0.3666323492
960	0.3665658739
961	0.3665278386
962	0.3664658518
963	0.3664152123
964	0.3663540136
965	0.3663188745
966	0.3662629372
967	0.3662085218
968	0.3661542038
969	0.3661155667
970	0.3661019705
971	0.3660458896
972	0.3659929568
973	0.3659453706
974	0.3658959347
975	0.3658526938
976	0.3657987162
977	0.3657544808
978	0.3656976719
979	0.3656383785
980	0.3655851587
981	0.3655405527
982	0.3654771719
983	0.3654400744
984	0.3653727571
985	0.3653240031
986	0.3652699787
987	0.365230765
988	0.3651923117
989	0.3651361962
990	0.3650974183
991	0.3650639052
992	0.3650154257
993	0.3649695066
994	0.3649076977
995	0.3648566206
996	0.3648025491
997	0.3647471648
998	0.3647017897
999	0.364658274
1000	0.3646121955
1001	0.3645616064
1002	0.364499223
1003	0.3644616336
1004	0.3644001006
1005	0.3643526222
1006	0.3642894914
1007	0.3642303405
1008	0.3641739464
1009	0.3641404072
1010	0.3640951099
1011	0.3640448194
1012	0.3640040422
1013	0.3639567982
1014	0.3639204352
1015	0.3638793432
1016	0.3638363986
1017	0.3637904439
1018	0.3637346506
1019	0.3636931064
1020	0.3636638196
1021	0.3636278521
1022	0.3635927074
1023	0.3635505677
1024	0.3634821598
1025	0.3634242798
1026	0.3633939798
1027	0.3633405711
1028	0.3632830362
1029	0.3632544105
1030	0.3632019572
1031	0.3631730737
1032	0.3631241059
1033	0.3630648713
1034	0.3630180648
1035	0.3629757577
1036	0.3629316553
1037	0.3628968469
1038	0.3628469336
1039	0.3628154495
1040	0.3627633997
1041	0.3627113665
1042	0.3626503781
1043	0.3626112203
1044	0.3625605657
1045	0.362518574
1046	0.3624663285
1047	0.3624194263
1048	0.3623644121
1049	0.3623146449
1050	0.3622827358
1051	0.3622436164
1052	0.3621816126
1053	0.3621387413
1054	0.3620801519
1055	0.3620338735
1056	0.3619942199
1057	0.3619599339
1058	0.3619230686
1059	0.3618614914
1060	0.3618088898
1061	0.3617582045
1062	0.3616963349
1063	0.3616726558
1064	0.3616278026
1065	0.3615789324
1066	0.3615170194
1067	0.361482494
1068	0.3614379337
1069	0.3614082586
1070	0.3613628748
1071	0.3613133753
1072	0.3612583349
1073	0.3611976188
1074	0.3611611077
1075	0.3611046214
1076	0.3610772791
1077	0.3610298929
1078	0.3609768174
1079	0.3609226826
1080	0.3608752115
1081	0.3608173043
1082	0.3607578448
1083	0.3607276063
1084	0.3606735604
1085	0.3606439005
1086	0.3605904056
1087	0.3605541504
1088	0.3605041895
1089	0.3604512007
1090	0.3604071323
1091	0.3603487629
1092	0.3603144646
1093	0.360263486
1094	0.3602228822
1095	0.3601971971
1096	0.360155329
1097	0.3601242258
1098	0.3600899487
1099	0.3600106855
1100	0.3599526233
1101	0.3599261166
1102	0.3598860996
1103	0.3598584645
1104	0.3598140424
1105	0.3597694962
1106	0.3597162703
1107	0.3596799347
1108	0.3596406384
1109	0.3595881721
1110	0.3595209291
1111	0.3594762753
1112	0.359430392
1113	0.3593838946
1114	0.3593271289
1115	0.3592982144
1116	0.3592416766
1117	0.3591947924
1118	0.3591371431
1119	0.3590953971
1120	0.3590450494
1121	0.3590006034
1122	0.3589517674
1123	0.3589088229
1124	0.3588649424
1125	0.3588174277
1126	0.3587690208
1127	0.358732067
1128	0.3586857004
1129	0.3586399432
1130	0.3585906445
1131	0.3585521694
1132	0.3585024551
1133	0.3584436326
1134	0.3584121518
1135	0.3583618126
1136	0.3583068285
1137	0.3582706947
1138	0.3582262194
1139	0.3581778248
1140	0.3581198121
1141	0.358068873
1142	0.3580266218
1143	0.3579924303
1144	0.3579442502
1145	0.3579092324
1146	0.3578592593
1147	0.3578206538
1148	0.3577683776
1149	0.3577065237
1150	0.3576567152
1151	0.3575963588
1152	0.3575568255
1153	0.3575048321
1154	0.3574600265
1155	0.3574209853
1156	0.3573661915
1157	0.3573047614
1158	0.3572702159
1159	0.3572700584
1160	0.3572349477
1161	0.357186763
1162	0.3571525425
1163	0.3570940271
1164	0.3570503911
1165	0.3570241663
1166	0.356980471
1167	0.3569354433
1168	0.3568946319
1169	0.3568913113
1170	0.3568667147
1171	0.3568308966
1172	0.3567960091
1173	0.3567649308
1174	0.3567277604
1175	0.3566942714
1176	0.3566481383
1177	0.3565947631
1178	0.356549507
1179	0.3565007852
1180	0.3564664284
1181	0.3564000743
1182	0.3563629639
1183	0.3563214847
1184	0.3562848897
1185	0.3562392012
1186	0.3561782127
1187	0.3561214863
1188	0.3560892571
1189	0.3560513074
1190	0.3560079536
1191	0.3559562113
1192	0.3558869702
1193	0.3558444454
1194	0.3557974502
1195	0.355753928
1196	0.3557267471
1197	0.355700227
1198	0.3556474749
1199	0.3555919973
1200	0.3555308368
1201	0.355482378
1202	0.3554314287
1203	0.3554022067
1204	0.3553561257
1205	0.355320876
1206	0.3552987025
1207	0.3552466939
1208	0.3552001091
1209	0.3551430543
1210	0.3550993021
1211	0.3550446154
1212	0.3549915594
1213	0.354951297
1214	0.3549240328
1215	0.3548687956
1216	0.3548351975
1217	0.3547994174
1218	0.3547513254
1219	0.3547139896
1220	0.3546850125
1221	0.3546441099
1222	0.3545927183
1223	0.3545500513
1224	0.3545240818
1225	0.3544888126
1226	0.3544390286
1227	0.3544016455
1228	0.3543348843
1229	0.3542931632
1230	0.3542520441
1231	0.3542057763
1232	0.3541795228
1233	0.354132451
1234	0.3540908083
1235	0.3540544644
1236	0.3540180329
1237	0.3539870799
1238	0.3539459032
1239	0.3539073793
1240	0.3538641021
1241	0.3538157714
1242	0.353774889
1243	0.3537413193
1244	0.3536818639
1245	0.3536558145
1246	0.3536254255
1247	0.3535690923
1248	0.3535329182
1249	0.3534822705
1250	0.3534448828
1251	0.3534015104
1252	0.3533678049
1253	0.3533271288
1254	0.3532947253
1255	0.3532576565
1256	0.3532030233
1257	0.3531555664
1258	0.3531022921
1259	0.3530804291
1260	0.3530396517
1261	0.3529930031
1262	0.3529580497
1263	0.3529192891
1264	0.3528809943
1265	0.3528355738
1266	0.3527924297
1267	0.3527605168
1268	0.352710867
1269	0.3526658596
1270	0.3526396376
1271	0.352602652
1272	0.3525722899
1273	0.3525224932
1274	0.3524792202
1275	0.3524027213
1276	0.3523624727
1277	0.3523263371
1278	0.3522761546
1279	0.3522342298
1280	0.352188085
1281	0.3521369615
1282	0.3521019008
1283	0.3520762449
1284	0.3520227004
1285	0.3519567173
1286	0.3519157621
1287	0.3518793403
1288	0.351845355
1289	0.3518073434
1290	0.3517422393
1291	0.3516930457
1292	0.3516415591
1293	0.3516019612
1294	0.3515634542
1295	0.3515283776
1296	0.3514807935
1297	0.3514460121
1298	0.3513935461
1299	0.3513408078
1300	0.3513028173
1301	0.3512659578
1302	0.3512212742
1303	0.3511805036
1304	0.3511274855
1305	0.3511011675
1306	0.3510554437
1307	0.3510099627
1308	0.3509730393
1309	0.3509388461
1310	0.3509050598
1311	0.3508608039
1312	0.3507976561
1313	0.3507563085
1314	0.3507182749
1315	0.3506943912
1316	0.3506460907
1317	0.3506268329
1318	0.3505901196
1319	0.3505631246
1320	0.3505141105
1321	0.3504745785
1322	0.3504304016
1323	0.350377274
1324	0.3503203017
1325	0.3502735819
1326	0.3502329569
1327	0.350182209
1328	0.3501405184
1329	0.3500975972
1330	0.3500633791
1331	0.3500344097
1332	0.349978957
1333	0.3499312968
1334	0.3498891297
1335	0.3498373141
1336	0.3497890285
1337	0.3497465775
1338	0.3496987104
1339	0.3496608428
1340	0.3496186578
1341	0.3495929008
1342	0.3495540566
1343	0.3495184389
1344	0.3494844963
1345	0.3494522212
1346	0.3494273157
1347	0.3493937048
1348	0.3493278262
1349	0.349264705
1350	0.3492210059
1351	0.3491937252
1352	0.3491434321
1353	0.3491105954
1354	0.3490725357
1355	0.3490483558
1356	0.3490073737
1357	0.3489690343
1358	0.3489428947
1359	0.3489015423
1360	0.3488710881
1361	0.348839205
1362	0.3487966501
1363	0.3487426494
1364	0.3486940342
1365	0.3486423895
1366	0.3486022203
1367	0.3485720858
1368	0.3485429731
1369	0.3484976294
1370	0.3484485312
1371	0.3484007532
1372	0.3483558874
1373	0.3483228061
1374	0.3482967594
1375	0.3482505898
1376	0.3481916756
1377	0.3481599834
1378	0.3481252982
1379	0.3480741145
1380	0.3480361302
1381	0.3480024019
1382	0.3479493686
1383	0.3479189507
1384	0.3478649748
1385	0.3478315414
1386	0.3477824837
1387	0.3477330517
1388	0.3476943162
1389	0.3476637377
1390	0.3476131244
1391	0.3475719704
1392	0.3475375994
1393	0.3474919264
1394	0.3474550655
1395	0.3474239834
1396	0.3473927838
1397	0.3473651302
1398	0.3473358227
1399	0.3472943265
1400	0.3472606369
1401	0.3472444593
1402	0.3472179639
1403	0.3471806917
1404	0.3471339185
1405	0.3470834583
1406	0.3470494241
1407	0.347003242
1408	0.3469737982
1409	0.3469274919
1410	0.3468893853
1411	0.3468496862
1412	0.3468174204
1413	0.3467850889
1414	0.3467226287
1415	0.3466953722
1416	0.3466616471
1417	0.346632841
1418	0.3466022734
1419	0.3465594684
1420	0.3465191117
1421	0.3464864765
1422	0.3464471849
1423	0.3464064109
1424	0.3463679471
1425	0.3463239979
1426	0.3462884371
1427	0.3462515039
1428	0.3462058707
1429	0.3461706643
1430	0.3461424419
1431	0.3461060019
1432	0.346066707
1433	0.3460311814
1434	0.3459834226
1435	0.3459364822
1436	0.3458988546
1437	0.3458575054
1438	0.3458107053
1439	0.3457897722
1440	0.3457537766
1441	0.3457046682
1442	0.3456684217
1443	0.345637394
1444	0.3456115745
1445	0.3455689813
1446	0.3455131607
1447	0.3454713616
1448	0.3454412141
1449	0.3453979509
1450	0.3453682391
1451	0.3453248719
1452	0.3452806778
1453	0.3452394728
1454	0.3451903357
1455	0.3451550501
1456	0.3451111357
1457	0.3450843302
1458	0.3450508245
1459	0.3450204007
1460	0.344981243
1461	0.3449402734
1462	0.3449113832
1463	0.344879381
1464	0.3448362867
1465	0.3447785003
1466	0.3447210683
1467	0.3446808045
1468	0.3446397106
1469	0.3446089298
1470	0.3445786835
1471	0.3445343008
1472	0.3444981167
1473	0.3444653263
1474	0.3444325182
1475	0.3444028155
1476	0.3443840589
1477	0.3443498537
1478	0.3442925648
1479	0.3442567679
1480	0.3442203394
1481	0.3441710795
1482	0.3441382188
1483	0.3441018725
1484	0.3440691215
1485	0.3440437261
1486	0.3440126052
1487	0.3439564107
1488	0.3439272009
1489	0.343891183
1490	0.3438622478
1491	0.3438264795
1492	0.3437903374
1493	0.3437291667
1494	0.3436916168
1495	0.3436462766
1496	0.3436140049
1497	0.3435781113
1498	0.3435316943
1499	0.343498281
